CANMOREID,NMRSNAME,SITETYPE,COUNTY,GRIDREF,XCOORD,YCOORD,URL,det_class
40140,"ARRAN, STRONACH RIDGE",CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NS 00 36,200000.0,636000.0,https://canmore.org.uk/site/40140/,cairn
40301,ARDYNE,CAIRN(S) (PERIOD UNASSIGNED),ARGYLL,NS 0986 6862,209860.0,668620.0,https://canmore.org.uk/site/40301/,cairn
40302,ARDYNE,CAIRN(S) (BRONZE AGE),ARGYLL,NS 0970 6835,209700.0,668350.0,https://canmore.org.uk/site/40302/,cairn
40371,"BUTE, GLECKNABAE","CHAMBERED CAIRN (NEOLITHIC), SHELL MIDDEN (MESOLITHIC), SHORT CIST (BRONZE AGE)",BUTESHIRE,NS 00745 68263,200745.0,668263.0,https://canmore.org.uk/site/40371/,cairn
81884,"BUTE, QUIEN HILL",CAIRN (LATER PREHISTORIC)(POSSIBLE),BUTESHIRE,NS 058 598,205800.0,659800.0,https://canmore.org.uk/site/81884/,cairn
81885,"BUTE, AMBRISBEG","BURIAL CAIRN (BRONZE AGE), CIST(S) (BRONZE AGE), FLAKE (PITCHSTONE)(PERIOD UNASSIGNED)",BUTESHIRE,NS 06774 59579,206774.0,659579.0,https://canmore.org.uk/site/81885/,cairn
40311,"BUTE, ARDMALEISH POINT","CAIRN (PERIOD UNASSIGNED)(POSSIBLE), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED)(POSSIBLE), FORT (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 07365 69506,207365.0,669506.0,https://canmore.org.uk/site/40311/,cairn
40382,"BUTE, CRAIGBEROCH","BURIAL CAIRN (PERIOD UNASSIGNED), CIST (PERIOD UNASSIGNED)",BUTESHIRE,NS 07424 63706,207424.0,663706.0,https://canmore.org.uk/site/40382/,cairn
39758,"ARRAN, GATE COTTAGE","CLEARANCE CAIRN (PERIOD UNASSIGNED)(POSSIBLE), MOUND (PERIOD UNASSIGNED)",BUTESHIRE,NR 9193 3397,191930.0,633970.0,https://canmore.org.uk/site/39758/,cairn
40174,"ARRAN, LAMLASH, CORDON",CAIRN (BRONZE AGE),BUTESHIRE,NS 026 301,202600.0,630100.0,https://canmore.org.uk/site/40174/,cairn
81665,"ARRAN, ALLT DHEPIN",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 016 267,201600.0,626700.0,https://canmore.org.uk/site/81665/,shieling
40224,"ARRAN, SOUTH SANNOX","CAIRNFIELD (PREHISTORIC)(POSSIBLE), CLEARANCE CAIRN(S) (PERIOD UNKNOWN), FIELD SYSTEM (POST MEDIEVAL), FIELD SYSTEM (PERIOD UNKNOWN), HEAD DYKE (POST MEDIEVAL)",BUTESHIRE,NS 0184 4480,201840.0,644800.0,https://canmore.org.uk/site/40224/,cairn
83250,"ARRAN, BEINN TARSUINN",CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9382 3717,193820.0,637170.0,https://canmore.org.uk/site/83250/,cairn
39621,"ARRAN, KILPATRICK","HUT CIRCLE (PREHISTORIC), NATURAL FEATURE (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NR 90735 26196,190735.0,626196.0,https://canmore.org.uk/site/39621/,roundhouse
39620,"ARRAN, KILPATRICK","HUT CIRCLE(S) (PREHISTORIC), TURF BANK (PREHISTORIC)",BUTESHIRE,NR 90472 26171,190472.0,626171.0,https://canmore.org.uk/site/39620/,roundhouse
75273,"ARRAN, MID SANNOX","CAIRN (PERIOD UNKNOWN), CLEARANCE CAIRN (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NS 00677 46158,200677.0,646158.0,https://canmore.org.uk/site/75273/,cairn
75272,"ARRAN, GLEN SANNOX","CAIRN (PERIOD UNKNOWN)(POSSIBLE), SHIELING HUT (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NS 0053 4581,200530.0,645810.0,https://canmore.org.uk/site/75272/,shieling
75276,"BUTE, LOCH QUIEN","CLEARANCE CAIRN (PERIOD UNASSIGNED), CUP MARKED ROCK (PREHISTORIC)",BUTESHIRE,NS 06500 58800,206500.0,658800.0,https://canmore.org.uk/site/75276/,cairn
75280,"BUTE, NETHER ARDROSCADALE",CLEARANCE CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 03368 62362,203368.0,662362.0,https://canmore.org.uk/site/75280/,cairn
88667,"BUTE, 'DOG'S HOUSE BUTT'","CLEARANCE CAIRN (PERIOD UNASSIGNED), SMALLHOLDING (PERIOD UNASSIGNED)",BUTESHIRE,NS 08748 56633,208748.0,656633.0,https://canmore.org.uk/site/88667/,cairn
88445,ARDYNE POINT,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NS 0967 6838,209670.0,668380.0,https://canmore.org.uk/site/88445/,cairn
90288,"BUTE, DUNAGOIL","CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), FIELD BOUNDARY (PERIOD UNASSIGNED)",BUTESHIRE,NS 08694 53106,208694.0,653106.0,https://canmore.org.uk/site/90288/,cairn
98867,"ARRAN, SOUTH SANNOX",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NS 01058 44910,201058.0,644910.0,https://canmore.org.uk/site/98867/,roundhouse
103443,"ARRAN, CNOC NA GARBAD",CAIRN (PERIOD UNKNOWN),BUTESHIRE,NS 021 234,202100.0,623400.0,https://canmore.org.uk/site/103443/,cairn
103444,"ARRAN, CNOC NA GARBAD",CAIRN (PERIOD UNKNOWN)(POSSIBLE),BUTESHIRE,NS 022 234,202200.0,623400.0,https://canmore.org.uk/site/103444/,cairn
108442,"ARRAN, ALLT NA MEANIE","CAIRN (PERIOD UNKNOWN)(POSSIBLE), CUP MARKED STONE (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NR 9681 4922,196810.0,649220.0,https://canmore.org.uk/site/108442/,cairn
108445,"ARRAN, ALLT NA MEANIE",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9688 4928,196880.0,649280.0,https://canmore.org.uk/site/108445/,shieling
108446,"ARRAN, CREAGAN A' CHOILICH",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9760 4880,197600.0,648800.0,https://canmore.org.uk/site/108446/,shieling
108447,"ARRAN, CREAGAN A' CHOILICH",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9765 4876,197650.0,648760.0,https://canmore.org.uk/site/108447/,shieling
108450,"ARRAN, DOIRE NA CEARDAICH",SHIELING HUT (POST MEDIEVAL),BUTESHIRE,NR 98323 48394,198323.0,648394.0,https://canmore.org.uk/site/108450/,shieling
108451,"ARRAN, LON NAN CUILC",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9885 4850,198850.0,648500.0,https://canmore.org.uk/site/108451/,shieling
108452,"ARRAN, DOIRE NA CEARDAICH",SHIELING HUT (POST MEDIEVAL),BUTESHIRE,NR 98434 48494,198434.0,648494.0,https://canmore.org.uk/site/108452/,shieling
108453,"ARRAN, DOIRE NA CEARDAICH","CLEARANCE CAIRN (MODERN)(POSSIBLE), DRAIN (MODERN)",BUTESHIRE,NR 9860 4858,198600.0,648580.0,https://canmore.org.uk/site/108453/,cairn
108455,"ARRAN, GLEN CHALMADALE",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9697 4902,196970.0,649020.0,https://canmore.org.uk/site/108455/,shieling
108457,"ARRAN, LOCHRANZA, MEALL MOR",SHIELING HUT (POST MEDIEVAL),BUTESHIRE,NR 94301 48800,194301.0,648800.0,https://canmore.org.uk/site/108457/,shieling
108458,"ARRAN, LOCHRANZA, MEALL MOR",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 94289 48681,194289.0,648681.0,https://canmore.org.uk/site/108458/,shieling
110864,"ARRAN, GLEN ROSA",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 98157 39457,198157.0,639457.0,https://canmore.org.uk/site/110864/,shieling
124428,"ARRAN, ALLT CARN BHAIN","CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE), PEN (MODERN)",BUTESHIRE,NR 99959 47051,199959.0,647051.0,https://canmore.org.uk/site/124428/,cairn
124429,"ARRAN, ALLT BURICAN","SHIELING HUT(S) (POST MEDIEVAL), STRUCTURE(S) (PERIOD UNASSIGNED)",BUTESHIRE,NR 9424 2646,194240.0,626460.0,https://canmore.org.uk/site/124429/,shieling
124431,"ARRAN, ALLT CUL CORRIEHIAM",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 94878 26798,194878.0,626798.0,https://canmore.org.uk/site/124431/,shieling
124434,"ARRAN, ALLTAN DONN",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9366 2554,193660.0,625540.0,https://canmore.org.uk/site/124434/,shieling
124436,"ARRAN, GLENREE","HUT CIRCLE (PREHISTORIC), UNIDENTIFIED FLINT(S) (FLINT)(PREHISTORIC)",BUTESHIRE,NR 94148 25187,194148.0,625187.0,https://canmore.org.uk/site/124436/,roundhouse
124439,"ARRAN, TEANGA BURICAN",KERB CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 94435 26574,194435.0,626574.0,https://canmore.org.uk/site/124439/,cairn
124741,"BUTE, EENAN HILL",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NS 01595 67506,201595.0,667506.0,https://canmore.org.uk/site/124741/,roundhouse
124443,"ARRAN, MACHRIE MOOR",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90657 32543,190657.0,632543.0,https://canmore.org.uk/site/124443/,roundhouse
124655,"BUTE, KERRYCRUSACH",CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 08826 60941,208826.0,660941.0,https://canmore.org.uk/site/124655/,cairn
124775,"BUTE, STUCK","CAIRN (PERIOD UNASSIGNED)(POSSIBLE), HUT (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 06094 69606,206094.0,669606.0,https://canmore.org.uk/site/124775/,cairn
124782,"BUTE, BARR HILL","FIELD SYSTEM (PERIOD UNASSIGNED), HUT CIRCLE (PREHISTORIC), QUARRY (PERIOD UNASSIGNED), RIG AND FURROW (MEDIEVAL) - (POST MEDIEVAL)",BUTESHIRE,NS 09717 52143,209717.0,652143.0,https://canmore.org.uk/site/124782/,roundhouse
124785,"BUTE, LUBAS PORT","BUILDING(S) (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), CLEARED SLIPWAY(S) (PERIOD UNASSIGNED), CULTIVATION TERRACE (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED), FIELD SYSTEM (PERIOD UNASSIGNED), NAUST (PERIOD UNASSIGNED)",BUTESHIRE,NS 08000 54864,208000.0,654864.0,https://canmore.org.uk/site/124785/,cairn
124787,"BUTE, LITTLE KILMORY HILL","BUILDING(S) (POST MEDIEVAL)(POSSIBLE), CLEARANCE CAIRN(S) (POST MEDIEVAL)",BUTESHIRE,NS 052 599,205200.0,659900.0,https://canmore.org.uk/site/124787/,cairn
123966,CNOC NA CRUIME,SHIELING HUT (POST MEDIEVAL)(POSSIBLE),ARGYLL,NR 9803 6917,198030.0,669170.0,https://canmore.org.uk/site/123966/,shieling
124256,CNOC NA CARRAIGE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NR 9756 6827,197560.0,668270.0,https://canmore.org.uk/site/124256/,cairn
134336,"ARRAN, GLENREE",HUT CIRCLE (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9398 2518,193980.0,625180.0,https://canmore.org.uk/site/134336/,roundhouse
134337,"ARRAN, ALLTAN DONN",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 93711 26316,193711.0,626316.0,https://canmore.org.uk/site/134337/,shieling
134342,"ARRAN, TORR BHRUAICH","BANK (EARTHWORK)(S) (PERIOD UNASSIGNED), CAIRN(S) (PERIOD UNASSIGNED)(POSSIBLE), ENCLOSURE(S) (PERIOD UNASSIGNED), SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NR 9416 2587,194160.0,625870.0,https://canmore.org.uk/site/134342/,shieling
138230,"ARRAN, NORTH SANNOX",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NS 01086 46839,201086.0,646839.0,https://canmore.org.uk/site/138230/,cairn
138231,"ARRAN, NORTH SANNOX FARM","CAIRN (PREHISTORIC)(POSSIBLE), HUT (POST MEDIEVAL)",BUTESHIRE,NS 01324 46678,201324.0,646678.0,https://canmore.org.uk/site/138231/,cairn
138232,"ARRAN, GLEN SANNOX","DUN (PREHISTORIC), SHIELING HUT(S) (POST MEDIEVAL)",BUTESHIRE,NS 00805 45675,200805.0,645675.0,https://canmore.org.uk/site/138232/,shieling
138253,"ARRAN, GLEN ROSA",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 98100 38729,198100.0,638729.0,https://canmore.org.uk/site/138253/,shieling
140860,"ARRAN, SLIDDERY",HUT CIRCLE (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 923 248,192300.0,624800.0,https://canmore.org.uk/site/140860/,roundhouse
139127,"BUTE, QUIEN HILL","BUILDING (POST MEDIEVAL), CLEARANCE CAIRN (POST MEDIEVAL)",BUTESHIRE,NS 06050 59713,206050.0,659713.0,https://canmore.org.uk/site/139127/,cairn
139129,"BUTE, ARDSCALPSIE POINT","BUILDING (PERIOD UNASSIGNED), CLEARANCE CAIRN (PERIOD UNASSIGNED), RIG AND FURROW (MEDIEVAL) - (POST MEDIEVAL)",BUTESHIRE,NS 0464 5790,204640.0,657900.0,https://canmore.org.uk/site/139129/,cairn
154442,ALLT NA CRUME,SHIELING HUT (POST MEDIEVAL)(POSSIBLE),ARGYLL,NR 9783 6992,197830.0,669920.0,https://canmore.org.uk/site/154442/,shieling
154480,"ARRAN, CNOC A' CHLOCHAIR",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9540 3577,195400.0,635770.0,https://canmore.org.uk/site/154480/,shieling
154481,"ARRAN, GLEANN DUBH",SHIELING HUT (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NR 99294 33856,199294.0,633856.0,https://canmore.org.uk/site/154481/,shieling
155906,"ARRAN, ALLT DHEPIN",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 0171 2541,201710.0,625410.0,https://canmore.org.uk/site/155906/,shieling
155897,"ARRAN, ALLT DHEPIN",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 01609 26579,201609.0,626579.0,https://canmore.org.uk/site/155897/,shieling
155898,"ARRAN, ALLT DHEPIN",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 01723 25668,201723.0,625668.0,https://canmore.org.uk/site/155898/,shieling
166457,"ARRAN, CNOC AN T-SEABHAIG","DYKE (POST MEDIEVAL), HUT CIRCLE(S) (PREHISTORIC)(POSSIBLE), PEN (POST MEDIEVAL), STANDING STONE(S) (PREHISTORIC)(POSSIBLE), STRUCTURE(S) (POST MEDIEVAL)",BUTESHIRE,NR 9515 2730,195150.0,627300.0,https://canmore.org.uk/site/166457/,roundhouse
168129,"ARRAN, MACHRIE FARM","CLEARANCE CAIRN (PERIOD UNASSIGNED), ENCLOSURE (POST MEDIEVAL), RIG AND FURROW (POST MEDIEVAL)",BUTESHIRE,NR 90749 32829,190749.0,632829.0,https://canmore.org.uk/site/168129/,cairn
168814,"ARRAN, ALLT BURICAN",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 94251 26610,194251.0,626610.0,https://canmore.org.uk/site/168814/,shieling
168183,"ARRAN, CNOCAN TUBHA","HUT CIRCLE (PREHISTORIC)(POSSIBLE), RIG AND FURROW (POST MEDIEVAL)",BUTESHIRE,NR 91314 31846,191314.0,631846.0,https://canmore.org.uk/site/168183/,roundhouse
168606,"ARRAN, BOGUILLE",HUT CIRCLE (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9426 2752,194260.0,627520.0,https://canmore.org.uk/site/168606/,roundhouse
168609,"ARRAN, BOGUILLE",SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY),BUTESHIRE,NR 94324 27989,194324.0,627989.0,https://canmore.org.uk/site/168609/,shieling
168635,"ARRAN, ALLT BURICAN",SHIELING HUT (MEDIEVAL) - (18TH CENTURY),BUTESHIRE,NR 9423 2701,194230.0,627010.0,https://canmore.org.uk/site/168635/,shieling
168638,"ARRAN, ALLT BURICAN",SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY),BUTESHIRE,NR 94281 26890,194281.0,626890.0,https://canmore.org.uk/site/168638/,shieling
168639,"ARRAN, ALLT BURICAN","FIELD BOUNDARY (MEDIEVAL) - (18TH CENTURY), SHIELING HUT(S) (MEDIEVAL) - (18TH CENTURY)",BUTESHIRE,NR 9433 2671,194330.0,626710.0,https://canmore.org.uk/site/168639/,shieling
185639,"ARRAN, CNOC AN UIRD","CAIRN (PREHISTORIC)(POSSIBLE), CAIRNFIELD (PREHISTORIC)(POSSIBLE), SHIELING(S) (POST MEDIEVAL), STANDING STONE (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NR 9178 5046,191780.0,650460.0,https://canmore.org.uk/site/185639/,shieling
185644,"ARRAN, ALLT BURICAN",BURIAL CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9414 2685,194140.0,626850.0,https://canmore.org.uk/site/185644/,cairn
215297,"ARRAN, GLEN CLOY, AUCHRANNIE","METAL WORKING SITE (PERIOD UNASSIGNED), ROUNDHOUSE (PREHISTORIC), SOUTERRAIN (PREHISTORIC), FINGER RING (BRONZE)(PERIOD UNASSIGNED), ROTARY QUERN(S) (PERIOD UNASSIGNED), SADDLE QUERN (PERIOD UNASSIGNED), UNIDENTIFIED FLINT (PITCHSTONE)(PERIOD UNASSIGNED)",BUTESHIRE,NS 008 359,200800.0,635900.0,https://canmore.org.uk/site/215297/,roundhouse
215299,"ARRAN, BLAIRMORE","DYKE (PERIOD UNKNOWN), SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NS 0202 3315,202020.0,633150.0,https://canmore.org.uk/site/215299/,shieling
242335,"ARRAN, CLAUCHAN GLEN",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9326 3001,193260.0,630010.0,https://canmore.org.uk/site/242335/,shieling
242337,"ARRAN, CLAUCHAN GLEN",SHIELING HUT (POST MEDIEVAL),BUTESHIRE,NR 9298 3018,192980.0,630180.0,https://canmore.org.uk/site/242337/,shieling
242338,"ARRAN, CLAUCHAN GLEN","DYKE (POST MEDIEVAL), SHIELING HUT(S) (POST MEDIEVAL)",BUTESHIRE,NR 9285 3024,192850.0,630240.0,https://canmore.org.uk/site/242338/,shieling
242364,"ARRAN, CLAUCHAN GLEN",SHIELING HUT (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NR 9272 3027,192720.0,630270.0,https://canmore.org.uk/site/242364/,shieling
242366,"ARRAN, CLAUCHAN GLEN",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9377 3011,193770.0,630110.0,https://canmore.org.uk/site/242366/,shieling
269080,"ARRAN, GLENRICKARD",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 0164 3310,201640.0,633100.0,https://canmore.org.uk/site/269080/,shieling
269045,"ARRAN, DYEMILL, ALLT LEBNASKEY","HEAD DYKE (POST MEDIEVAL), SHIELING HUT (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NS 01338 29189,201338.0,629189.0,https://canmore.org.uk/site/269045/,shieling
269070,"ARRAN, GLENASHDALE",SHIELING HUT (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NS 0320 2704,203200.0,627040.0,https://canmore.org.uk/site/269070/,shieling
275848,"ARRAN, MACHRIE NORTH","BURIAL CAIRN (BRONZE AGE), BURNT MOUND(S) (PREHISTORIC), CAIRNFIELD (PREHISTORIC), FIELD SYSTEM (PREHISTORIC)",BUTESHIRE,NR 90137 34711,190137.0,634711.0,https://canmore.org.uk/site/275848/,cairn
273895,"ARRAN, GLENRICKARD",SHIELING HUT (POST MEDIEVAL),BUTESHIRE,NR 9911 3371,199110.0,633710.0,https://canmore.org.uk/site/273895/,shieling
279042,"ARRAN, KILPATRICK","CAIRN(S) (PREHISTORIC)(POSSIBLE), FIELD BOUNDARY(S) (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NR 90499 25980,190499.0,625980.0,https://canmore.org.uk/site/279042/,cairn
282741,"ARRAN, GLEN ROSA","HUT CIRCLE(S) (PREHISTORIC), UNIDENTIFIED POTTERY (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NR 98646 38303,198646.0,638303.0,https://canmore.org.uk/site/282741/,roundhouse
294601,"BUTE, TAWNIE HILL","FIELD BOUNDARY(S) (POST MEDIEVAL), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NS 06624 61144,206624.0,661144.0,https://canmore.org.uk/site/294601/,roundhouse
300189,"INCHMARNOCK, SOUTHPARK","CLEARANCE CAIRN (POST MEDIEVAL), CULTIVATION REMAINS (POST MEDIEVAL)",BUTESHIRE,NS 0192 5908,201920.0,659080.0,https://canmore.org.uk/site/300189/,cairn
300190,"INCHMARNOCK, SOUTHPARK",CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),BUTESHIRE,NS 02126 59071,202126.0,659071.0,https://canmore.org.uk/site/300190/,cairn
300191,"INCHMARNOCK, SOUTHPARK","CLEARANCE CAIRN (PERIOD UNASSIGNED), ENCLOSURE(S) (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 02015 58962,202015.0,658962.0,https://canmore.org.uk/site/300191/,cairn
300192,"INCHMARNOCK, SOUTHPARK",CLEARANCE CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 02038 58857,202038.0,658857.0,https://canmore.org.uk/site/300192/,cairn
300193,"INCHMARNOCK, SOUTHPARK",CLEARANCE CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 02224 58849,202224.0,658849.0,https://canmore.org.uk/site/300193/,cairn
300194,"INCHMARNOCK, SOUTHPARK","CLEARANCE CAIRN (PERIOD UNASSIGNED)(POSSIBLE), ENCLOSURE (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 02298 58795,202298.0,658795.0,https://canmore.org.uk/site/300194/,cairn
300195,"INCHMARNOCK, SOUTHPARK",CAIRN (19TH CENTURY),BUTESHIRE,NS 02097 58665,202097.0,658665.0,https://canmore.org.uk/site/300195/,cairn
302753,"BUTE, UPPER ARDROSCADALE",CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),BUTESHIRE,NS 03675 63733,203675.0,663733.0,https://canmore.org.uk/site/302753/,cairn
304547,"BUTE, QUIEN HILL",MARKER CAIRN (PERIOD UNASSIGNED)(POSSIBLE),BUTESHIRE,NS 05495 59460,205495.0,659460.0,https://canmore.org.uk/site/304547/,cairn
304531,"BUTE, BARMORE WOOD",BURIAL CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 07229 61151,207229.0,661151.0,https://canmore.org.uk/site/304531/,cairn
304535,"BUTE, TAWNIE HILL","CUP MARKED STONE (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NS 06387 61401,206387.0,661401.0,https://canmore.org.uk/site/304535/,roundhouse
300173,"INCHMARNOCK, SOUTHPARK","CLEARANCE CAIRN(S) (POST MEDIEVAL), CULTIVATION REMAINS (POST MEDIEVAL)",BUTESHIRE,NS 02183 58781,202183.0,658781.0,https://canmore.org.uk/site/300173/,cairn
300184,"INCHMARNOCK, SOUTHPARK",CAIRN (PERIOD UNKNOWN),BUTESHIRE,NS 0220 5863,202200.0,658630.0,https://canmore.org.uk/site/300184/,cairn
300185,"INCHMARNOCK, NORTHPARK",CLEARANCE CAIRN (POST MEDIEVAL),BUTESHIRE,NS 01953 60278,201953.0,660278.0,https://canmore.org.uk/site/300185/,cairn
300186,"INCHMARNOCK, MIDPARK",CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),BUTESHIRE,NS 0218 6000,202180.0,660000.0,https://canmore.org.uk/site/300186/,cairn
310834,"BUTE, DUNAGOIL","CARVED STONE (PERIOD UNASSIGNED), CLEARANCE CAIRN (PERIOD UNASSIGNED)",BUTESHIRE,NS 08728 53195,208728.0,653195.0,https://canmore.org.uk/site/310834/,cairn
309753,"BUTE, LITTLE KILMORY",CLEARANCE CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 05226 60022,205226.0,660022.0,https://canmore.org.uk/site/309753/,cairn
310857,"BUTE, BEALACH-DEARG BOG","BANK (EARTHWORK) (PERIOD UNASSIGNED), CLEARANCE CAIRN (PERIOD UNASSIGNED), HUT (PERIOD UNASSIGNED), RIG AND FURROW (MEDIEVAL) - (POST MEDIEVAL)",BUTESHIRE,NS 09805 52488,209805.0,652488.0,https://canmore.org.uk/site/310857/,cairn
309867,"BUTE, BIRGIDALE KNOCK",CLEARANCE CAIRN (PERIOD UNASSIGNED)(POSSIBLE),BUTESHIRE,NS 08324 59833,208324.0,659833.0,https://canmore.org.uk/site/309867/,cairn
309681,"BUTE, BIRGIDALE BUTT","MARKER CAIRN (PERIOD UNASSIGNED), TRIANGULATION PILLAR (19TH CENTURY) - (20TH CENTURY)",BUTESHIRE,NS 08236 59024,208236.0,659024.0,https://canmore.org.uk/site/309681/,cairn
309687,"BUTE, BARNAULD",CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 08445 60139,208445.0,660139.0,https://canmore.org.uk/site/309687/,cairn
309688,"BUTE, SCOULAG MOOR BUTTS","BUILDING (PERIOD UNASSIGNED)(POSSIBLE), CLEARANCE CAIRN (PERIOD UNASSIGNED)",BUTESHIRE,NS 08837 60099,208837.0,660099.0,https://canmore.org.uk/site/309688/,cairn
320832,"ARRAN, CASTLE PARKS","CLEARANCE CAIRN (POST MEDIEVAL)(POSSIBLE), NATURAL FEATURE (NIL ANTIQUITY)",BUTESHIRE,NS 01571 38119,201571.0,638119.0,https://canmore.org.uk/site/320832/,cairn
320858,"ARRAN, GLENROSA WATER",SHIELING HUT(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NR 9891 3814,198910.0,638140.0,https://canmore.org.uk/site/320858/,shieling
320862,"ARRAN, GLENROSA WATER",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 98261 38899,198261.0,638899.0,https://canmore.org.uk/site/320862/,shieling
320863,"ARRAN, GLENROSA WATER",SHIELING(S) (POST MEDIEVAL)(POSSIBLE),BUTESHIRE,NR 98230 39622,198230.0,639622.0,https://canmore.org.uk/site/320863/,shieling
320866,"ARRAN, COIRE A BHRADAIN",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 96759 39834,196759.0,639834.0,https://canmore.org.uk/site/320866/,roundhouse
320879,"ARRAN, COIRE LAN",MARKER CAIRN(S) (MODERN),BUTESHIRE,NS 00891 41736,200891.0,641736.0,https://canmore.org.uk/site/320879/,cairn
320880,"ARRAN, COIRE NAM MEANN",MARKER CAIRN (MODERN),BUTESHIRE,NS 00016 40768,200016.0,640768.0,https://canmore.org.uk/site/320880/,cairn
320881,"ARRAN, COIRE NAM MEANN",MARKER CAIRN(S) (MODERN),BUTESHIRE,NR 99975 40226,199975.0,640226.0,https://canmore.org.uk/site/320881/,cairn
